id;Word_english;Level;Word_port;Category;Sentence_1;Sentence_2;Sentence_3;words_translation;Type
769;fifty;A1;cinquenta;Numbers;He turned fifty last month.;;;fifty. [pt] cinquenta. [en] ;Word
773;filling;A1;preenchimento;;The cake has a chocolate filling.;;;filling. [pt] preenchimento. [en] ;Word
777;first floor;A1;primeiro andar;Home;The shop is on the first floor.;;;first floor. [pt] primeiro andar. [en] ;Word
781;fishing;A1;pesca;;He enjoys fishing on weekends.;;;fishing. [pt] pesca. [en] ;Word
785;five;A1;cinco;Numbers;There are five apples in the basket.;;;five. [pt] cinco. [en] ;Word
789;flight;A1;voo;;Our flight is delayed.;;;flight. [pt] voo. [en] ;Word
793;flower;A1;flor;Nature;She loves to pick flowers in the garden.;;;flower. [pt] flor. [en] ;Word
797;food;A1;comida;Foods and drinks;We're having Italian food for dinner.;;;food. [pt] comida. [en] ;Word
801;foot;A1;pé;Human body and health;The ball hit my foot.;;;foot. [pt] pé. [en] ;Word
805;football;A1;futebol;Sports;They play football every Sunday.;;;football. [pt] futebol. [en] ;Word
809;for me;A1;para mim;;This gift is for me.;;;for me. [pt] para mim. [en] ;Word
813;foreign language;A1;língua estrangeira;Education;I'm learning a foreign language.;;;foreign language. [pt] língua estrangeira. [en] ;Word
817;forest;A1;floresta;Nature;They went for a hike in the forest.;;;forest. [pt] floresta. [en] ;Word
821;forty;A1;quarenta;Numbers;I need forty pieces of paper.;;;forty. [pt] quarenta. [en] ;Word
825;foundation;A1;fundação, base;;They built the house on a solid foundation.;;;foundation. [pt] fundação, base. [en] ;Word
829;four;A1;quatro;Numbers;There are four chairs in the room.;;;four. [pt] quatro. [en] ;Word
833;fourteen;A1;quatorze;Numbers;She turned fourteen last week.;;;fourteen. [pt] quatorze. [en] ;Word
837;fourth;A1;quarto;Numbers;He came in fourth place in the race.;;;fourth. [pt] quarto. [en] ;Word
841;France;A1;França;Places;France is famous for its beautiful landmarks.;;;France. [pt] França. [en] ;Word
844;free;A1;livre, grátis;;I have a free afternoon today.;The concert tickets were free of charge.;;free. [pt] livre, grátis. [en] ;Word
848;friday;A1;sexta-feira;Days of the week and months;We're going out for dinner on Friday.;;;friday. [pt] sexta-feira. [en] ;Word
851;fridge;A1;geladeira;Home;There's some milk in the fridge.;;;fridge. [pt] geladeira. [en] ;Word
854;friend;A1;amigo;;Sarah is my best friend.;;;friend. [pt] amigo. [en] ;Word
857;friendly;A1;amigável;Emotions;The dog was very friendly with everyone.;;;friendly. [pt] amigável. [en] ;Word
860;fruit;A1;fruta;Foods and drinks;I like to eat fresh fruit in the morning.;;;fruit. [pt] fruta. [en] ;Word
863;game;A1;jogo;;We're playing a game of cards tonight.;;;game. [pt] jogo. [en] ;Word
866;garden;A1;jardim;;I love spending time in my garden.;;;garden. [pt] jardim. [en] ;Word
869;geography;A1;geografia;Education;Geography is the study of the Earth's landscapes.;;;geography. [pt] geografia. [en] ;Word
872;Germany;A1;Alemanha;Places;I've been to Germany once.;;;Germany. [pt] Alemanha. [en] ;Word
875;girl;A1;garota;;The girl in the blue dress is my sister.;;;girl. [pt] garota. [en] ;Word
878;glass;A1;copo, vidro;;Can I have a glass of water?;The window is made of glass.;;glass. [pt] copo, vidro. [en] ;Word
882;glasses;A1;óculos;;She wears glasses when reading.;;;glasses. [pt] óculos. [en] ;Word
885;glider;A1;planador;Transportation;The glider soared gracefully through the sky.;;;glider. [pt] planador. [en] ;Word
888;goldfish;A1;peixe dourado;Animals;My sister has a pet goldfish.;;;goldfish. [pt] peixe dourado. [en] ;Word
891;golf course;A1;campo de golfe;Sports;There's a beautiful golf course nearby.;;;golf course. [pt] campo de golfe. [en] ;Word
894;good afternoon;A1;boa tarde;;"The receptionist greeted us with a warm ""good afternoon.""";;;good afternoon. [pt] boa tarde. [en] ;Word
897;good evening;A1;boa noite, tarde;;"We bid them farewell with a cheerful ""good evening.""";;;good evening. [pt] boa noite, tarde. [en] ;Word
900;good morning;A1;bom dia;;"He greeted us with a bright ""good morning.""";;;good morning. [pt] bom dia. [en] ;Word
903;good night;A1;boa noite;;She kissed her children good night.;;;good night. [pt] boa noite. [en] ;Word
906;goodbye;A1;adeus;;Saying goodbye is always difficult.;;;goodbye. [pt] adeus. [en] ;Word
909;gorilla;A1;gorila;Animals;The zoo has a family of gorillas.;;;gorilla. [pt] gorila. [en] ;Word
912;grandfather;A1;avô;;My grandfather loves to tell stories.;;;grandfather. [pt] avô. [en] ;Word
915;grandmother;A1;avó;;My grandmother bakes delicious cakes.;;;grandmother. [pt] avó. [en] ;Word
918;grandparent;A1;avô, avó;;She loves spending time with her grandparents.;;;grandparent. [pt] avô, avó. [en] ;Word
921;grandparents;A1;avós;;We visit our grandparents every Sunday.;;;grandparents. [pt] avós. [en] ;Word
924;grass;A1;grama;Nature;The grass in the park is so green.;;;grass. [pt] grama. [en] ;Word
927;gray;A1;cinza;Colors;He wears a gray suit to work.;;;gray. [pt] cinza. [en] ;Word
930;green;A1;verde;Colors;The grass is green.;;;green. [pt] verde. [en] ;Word
933;grey;A1;cinza;;His cat has beautiful grey fur.;;;grey. [pt] cinza. [en] ;Word
936;group;A1;grupo;;We are in a study group for our exams.;;;group. [pt] grupo. [en] ;Word
939;guest;A1;convidado;;We have a guest coming for dinner tonight.;;;guest. [pt] convidado. [en] ;Word
942;guitar;A1;violão, guitarra;;She plays the guitar in a band.;;;guitar. [pt] violão, guitarra. [en] ;Word
945;guy;A1;rapaz;;The guy over there is my friend.;;;guy. [pt] rapaz. [en] ;Word
948;hair;A1;cabelo;Human body and health;Her hair is long and brown.;;;hair. [pt] cabelo. [en] ;Word
951;hand;A1;mão;Human body and health;He shook my hand when we met.;;;hand. [pt] mão. [en] ;Word
954;happy;A1;feliz;Emotions;They are happy to see you.;;;happy. [pt] feliz. [en] ;Word
957;hat;A1;chapéu;Clothing;She wore a hat to protect herself from the sun.;;;hat. [pt] chapéu. [en] ;Word
960;have;A1;ter;;I have a pen in my bag.;She will have lunch later.;;have. [pt] ter. [en] ;Word
964;have to;A1;ter que;;He has to finish his homework before bedtime.;;;have to. [pt] ter que. [en] ;Word
967;he;A1;ele;;He is a good friend of mine.;;;he. [pt] ele. [en] ;Word
970;headache;A1;dor de cabeça;Human body and health;She has a headache after a long day at work.;;;headache. [pt] dor de cabeça. [en] ;Word
973;healthy;A1;saudável;Human body and health;Eating fruits and vegetables is healthy.;;;healthy. [pt] saudável. [en] ;Word
976;hello;A1;olá;;Hello, how are you today?;;;hello. [pt] olá. [en] ;Word
979;help;A1;ajuda;;Can you help me with my homework?;;;help. [pt] ajuda. [en] ;Word
982;her;A1;ela, dela;;I saw her at the store yesterday.;;;her. [pt] ela, dela. [en] ;Word
985;here;A1;aqui;;Come here, I have something to show you.;;;here. [pt] aqui. [en] ;Word
988;hey;A1;oi;;Hey, how's it going?;;;hey. [pt] oi. [en] ;Word
991;hi;A1;oi, olá;;"She greeted me with a cheerful ""hi"".";;;hi. [pt] oi, olá. [en] ;Word
994;him;A1;ele, o;;I gave him the book yesterday.;;;him. [pt] ele, o. [en] ;Word
997;his;A1;dele, o;;His car is parked outside.;;;his. [pt] dele, o. [en] ;Word
1000;hobby;A1;hobby, passatempo;;Painting is her hobby.;;;hobby. [pt] hobby, passatempo. [en] ;Word
1003;holiday;A1;feriado, férias;;They are going on holiday next week.;;;holiday. [pt] feriado, férias. [en] ;Word
1006;horror film;A1;filme de terror;;She doesn't like horror films.;;;horror film. [pt] filme de terror. [en] ;Word
1009;horse;A1;cavalo;Animals;The horse ran quickly across the field.;;;horse. [pt] cavalo. [en] ;Word
1012;hospital;A1;hospital;Places;My friend works at the hospital.;;;hospital. [pt] hospital. [en] ;Word
1015;hot dog;A1;cachorro-quente;Foods and drinks;He likes to eat a hot dog at baseball games.;;;hot dog. [pt] cachorro-quente. [en] ;Word
1018;hotel;A1;hotel;Places;They stayed at a luxurious hotel during their trip.;;;hotel. [pt] hotel. [en] ;Word
1021;hour;A1;hora;;It takes about an hour to drive there.;;;hour. [pt] hora. [en] ;Word
1024;hours;A1;hora;;She sleeps for eight hours every night.;;;hours. [pt] hora. [en] ;Word
1027;house;A1;casa;Home;They have a big house with a garden.;;;house. [pt] casa. [en] ;Word
1030;however;A1;no entanto, entretanto;;"I wanted to go; however, I couldn’t.";;;however. [pt] no entanto, entretanto. [en] ;Word
1033;hundred;A1;cem;Numbers;There are a hundred students in the school.;;;hundred. [pt] cem. [en] ;Word
1036;hungry;A1;com fome;;He is always hungry after playing soccer.;;;hungry. [pt] com fome. [en] ;Word
1039;husband;A1;marido;;Her husband is a doctor.;;;husband. [pt] marido. [en] ;Word
1042;I;A1;eu;;I like to read books.;;;I. [pt] eu. [en] ;Word
1045;ice;A1;gelo;Foods and drinks;Can you put some ice in my drink, please?;;;ice. [pt] gelo. [en] ;Word
1048;ice cream;A1;sorvete;Foods and drinks;She loves to eat chocolate ice cream.;;;ice cream. [pt] sorvete. [en] ;Word
1051;improve;A1;melhorar;;Practice can help you improve your English.;;;improve. [pt] melhorar. [en] ;Word
1054;in fact;A1;na verdade, de fato;;"I thought she was sick; in fact, she was busy.";;;in fact. [pt] na verdade, de fato. [en] ;Word
1057;in the;A1;no, a;;The book is in the bag.;;;in the. [pt] no, a. [en] ;Word
1060;in three days;A1;em três dias;;They will arrive here in three days.;;;in three days. [pt] em três dias. [en] ;Word
1063;include;A1;incluir;;Does the price include shipping?;;;include. [pt] incluir. [en] ;Word
1066;Indian;A1;indiano;;She has an Indian friend.;;;Indian. [pt] indiano. [en] ;Word
1069;information;A1;informação;;Where can I find information about the museum?;;;information. [pt] informação. [en] ;Word
1072;inside;A1;dentro;;Come inside, it's cold out here.;;;inside. [pt] dentro. [en] ;Word
1075;instructions;A1;instruções;;Follow the instructions carefully.;;;instructions. [pt] instruções. [en] ;Word
1078;interested;A1;interessado;;She seems interested in learning to play the piano.;;;interested. [pt] interessado. [en] ;Word
1081;interested in;A1;interessado em;;He is interested in history.;;;interested in. [pt] interessado em. [en] ;Word
1084;interesting;A1;interessante;;It's an interesting book to read.;;;interesting. [pt] interessante. [en] ;Word
1087;international;A1;internacional;;They have an international business.;;;international. [pt] internacional. [en] ;Word
1090;internet;A1;internet;Technology;I use the internet for research.;;;internet. [pt] internet. [en] ;Word
1093;invitation;A1;convite;;Did you receive the invitation to the party?;;;invitation. [pt] convite. [en] ;Word
1096;invite;A1;convidar;;They invite friends over for dinner.;;;invite. [pt] convidar. [en] ;Word
1099;ironing board;A1;tábua de passar roupa;Home;She bought a new ironing board.;;;ironing board. [pt] tábua de passar roupa. [en] ;Word
1102;is;A1;é, está;;He is a doctor.;;;is. [pt] é, está. [en] ;Word
1105;island;A1;ilha;Places;They went on vacation to an island.;;;island. [pt] ilha. [en] ;Word
1108;it;A1;ele, ela, isso;;It is a beautiful day today.;;;it. [pt] ele, ela, isso. [en] ;Word
1111;Italian;A1;italiano;;She speaks Italian fluently.;;;Italian. [pt] italiano. [en] ;Word
1114;Italy;A1;Itália;Places;They visited Italy last summer.;;;Italy. [pt] Itália. [en] ;Word
1117;its;A1;seu, sua;;The cat washed its face.;;;its. [pt] seu, sua. [en] ;Word
1120;jacket;A1;casaco;Clothing;She wore a warm jacket in the winter.;;;jacket. [pt] casaco. [en] ;Word
1124;January;A1;janeiro;Days of the week and months;My birthday is in January.;;;January. [pt] janeiro. [en] ;Word
1128;Japan;A1;Japão;Places;They traveled to Japan last year.;;;Japan. [pt] Japão. [en] ;Word
1132;jeans;A1;calças de ganga;Clothing;He likes to wear jeans on casual days.;;;jeans. [pt] calças de ganga. [en] ;Word
1136;job;A1;trabalho;Work;She has a job at the hospital.;;;job. [pt] trabalho. [en] ;Word
1140;juice;A1;suco;Foods and drinks;Orange juice is her favorite drink.;;;juice. [pt] suco. [en] ;Word
1144;July;A1;julho;Days of the week and months;They go on vacation in July every year.;;;July. [pt] julho. [en] ;Word
1148;jumper;A1;blusa, casaco de malha;Clothing;She bought a new jumper for the winter.;;;jumper. [pt] blusa, casaco de malha. [en] ;Word
1152;June;A1;junho;Days of the week and months;Our anniversary is in June.;;;June. [pt] junho. [en] ;Word
1156;keep warm;A1;manter aquecido;;Wear a sweater to keep warm in the cold.;;;keep warm. [pt] manter aquecido. [en] ;Word
1160;kilometre;A1;quilômetro;Numbers;The park is a few kilometers away.;;;kilometre. [pt] quilômetro. [en] ;Word
1164;kitchen;A1;cozinha;Home;She's cooking in the kitchen.;;;kitchen. [pt] cozinha. [en] ;Word
1168;knee;A1;joelho;Human body and health;He hurt his knee playing football.;;;knee. [pt] joelho. [en] ;Word
1172;knife;A1;faca;;Please pass me the knife.;;;knife. [pt] faca. [en] ;Word
1176;language school;A1;escola de idiomas;Education;She attends a language school to learn Spanish.;;;language school. [pt] escola de idiomas. [en] ;Word
1180;laptop;A1;computador portátil;Technology;He always brings his laptop to work.;;;laptop. [pt] computador portátil. [en] ;Word
1184;large;A1;grande;;They live in a large house.;;;large. [pt] grande. [en] ;Word
1188;later;A1;mais tarde;;I will call you later.;;;later. [pt] mais tarde. [en] ;Word
1192;left;A1;esquerda;;The store is on the left side of the street.;;;left. [pt] esquerda. [en] ;Word
1196;leg;A1;perna;Human body and health;He injured his leg while playing soccer.;;;leg. [pt] perna. [en] ;Word
1200;lesson;A1;aula, lição;Education;She had an English lesson today.;;;lesson. [pt] aula, lição. [en] ;Word
1204;letter;A1;carta;;She received a letter from her friend.;;;letter. [pt] carta. [en] ;Word
1208;library;A1;biblioteca;Places;She borrowed some books from the library.;;;library. [pt] biblioteca. [en] ;Word
1212;lion;A1;leão;Animals;The lion roared loudly at the zoo.;;;lion. [pt] leão. [en] ;Word
1216;list;A1;lista;;She made a shopping list.;;;list. [pt] lista. [en] ;Word
1220;lives;A1;vidas, mora;;Cats have nine lives.;She lives in a small town.;;lives. [pt] vidas, mora. [en] ;Word
1225;living room;A1;sala de estar;Home;They gathered in the living room to watch TV.;;;living room. [pt] sala de estar. [en] ;Word
1229;long;A1;longo;;The movie is quite long.;;;long. [pt] longo. [en] ;Word
1233;lot;A1;lote, muito;;She bought a lot at the auction.;There's a lot of traffic today.;;lot. [pt] lote, muito. [en] ;Word
1238;lovely;A1;encantador;Emotions;She received a lovely gift for her birthday.;;;lovely. [pt] encantador. [en] ;Word
1242;lunch;A1;almoço;Foods and drinks;They had lunch at their favorite restaurant.;;;lunch. [pt] almoço. [en] ;Word
1246;machine;A1;máquina;Technology;She operates the machine at the factory.;;;machine. [pt] máquina. [en] ;Word
1250;magazine;A1;revista;;She enjoys reading fashion magazines.;;;magazine. [pt] revista. [en] ;Word
1254;man;A1;homem;;The man walked down the street.;;;man. [pt] homem. [en] ;Word
1258;many;A1;muitos;;She has many friends.;;;many. [pt] muitos. [en] ;Word
1262;map;A1;mapa;;He used the map to find the way.;;;map. [pt] mapa. [en] ;Word
1266;March;A1;março;Days of the week and months;His birthday is in March.;;;March. [pt] março. [en] ;Word
1270;married;A1;casado;;They have been married for ten years.;;;married. [pt] casado. [en] ;Word
1274;May;A1;maio;Days of the week and months;She graduates in May.;;;May. [pt] maio. [en] ;Word
1278;maybe;A1;talvez;;Maybe we'll go to the beach tomorrow.;;;maybe. [pt] talvez. [en] ;Word
1282;me;A1;eu, mim;;He asked me to help.;She talked to me yesterday.;;me. [pt] eu, mim. [en] ;Word
1287;meat;A1;carne;Foods and drinks;She bought some meat at the store.;;;meat. [pt] carne. [en] ;Word
1291;meeting;A1;reunião;;They have a meeting at 10 AM.;;;meeting. [pt] reunião. [en] ;Word
1295;member;A1;membro;;She's a member of the club.;;;member. [pt] membro. [en] ;Word
1299;men;A1;homens;;The men worked together on the project.;;;men. [pt] homens. [en] ;Word
1303;menu;A1;cardápio;;They ordered from the menu.;;;menu. [pt] cardápio. [en] ;Word
1307;message;A1;mensagem;;She received a message on her phone.;;;message. [pt] mensagem. [en] ;Word
1311;meter;A1;medidor;;The electricity meter tracks energy usage.;;;meter. [pt] medidor. [en] ;Word
1315;metre;A1;metro;;She walked a few meters and stopped.;;;metre. [pt] metro. [en] ;Word
1319;Mexico;A1;México;Places;They traveled to Mexico for vacation.;;;Mexico. [pt] México. [en] ;Word
1323;microwave;A1;micro-ondas;Technology;She heated her food in the microwave.;;;microwave. [pt] micro-ondas. [en] ;Word
1327;midday;A1;meio-dia;;They usually eat lunch at midday.;;;midday. [pt] meio-dia. [en] ;Word
1331;midnight;A1;meia-noite;;The party ended at midnight.;;;midnight. [pt] meia-noite. [en] ;Word
1335;milk;A1;leite;Foods and drinks;She bought a gallon of milk.;;;milk. [pt] leite. [en] ;Word
1339;million;A1;milhão;Numbers;He won a million dollars in the lottery.;;;million. [pt] milhão. [en] ;Word
1343;millionaire;A1;milionário;;He's a successful millionaire.;;;millionaire. [pt] milionário. [en] ;Word
1347;mini;A1;mini-bar;Home;The hotel room had a mini-bar.;;;mini-bar. [pt] mini-bar. [en] ;Word
1351;minute;A1;minuto;;She waited for him for a minute.;;;minute. [pt] minuto. [en] ;Word
1355;mobile;A1;móvel;Technology;She bought a new mobile for her room.;;;mobile. [pt] móvel. [en] ;Word
1359;mobile phone;A1;telefone celular;Technology;Her mobile phone rang during class.;;;mobile phone. [pt] telefone celular. [en] ;Word
1363;mom;A1;mamãe;;His mom cooked his favorite meal.;;;mom. [pt] mamãe. [en] ;Word
1367;Monday;A1;segunda-feira;Days of the week and months;She has a meeting every Monday.;;;monday. [pt] segunda-feira. [en] ;Word
1371;money;A1;dinheiro;;She saved a lot of money.;;;money. [pt] dinheiro. [en] ;Word
1375;month;A1;mês;Days of the week and months;Her birthday is next month.;;;month. [pt] mês. [en] ;Word
1379;morning;A1;manhã;;He goes for a jog every morning.;;;morning. [pt] manhã. [en] ;Word
1383;mother;A1;mãe;;His mother baked cookies for him.;;;mother. [pt] mãe. [en] ;Word
1387;motorbike;A1;moto;Transportation;He rides his motorbike to work.;;;motorbike. [pt] moto. [en] ;Word
1391;mountain;A1;montanha;;They climbed the mountain last summer.;;;mountain. [pt] montanha. [en] ;Word
1395;mouse;A1;rato;;She saw a mouse in the kitchen.;;;mouse. [pt] rato. [en] ;Word
1399;mouth;A1;boca;Human body and health;He burned his mouth eating hot soup.;;;mouth. [pt] boca. [en] ;Word
1403;movie;A1;filme;;They watched a movie last night.;;;movie. [pt] filme. [en] ;Word
1407;Mr;A1;Sr.;;Mr. Smith is her teacher.;;;Mr. [pt] Sr.. [en] ;Word
1411;Mrs;A1;Sra.;;Mrs. Johnson is her neighbor.;;;Mrs. [pt] Sra.. [en] ;Word
1415;mum;A1;mamãe;;His mum helps him with homework.;;;mum. [pt] mamãe. [en] ;Word
1419;museum;A1;museu;Places;They visited the museum last weekend.;;;museum. [pt] museu. [en] ;Word
1423;music;A1;música;;She loves listening to music.;;;music. [pt] música. [en] ;Word
1427;my;A1;meu, minha;;My cat likes to sleep on the;;;my. [pt] meu, minha. [en] ;Word
1431;nationality;A1;nacionalidade , país;;Her nationality is French.;They visited a few European nationalities.;;nationality. [pt] nacionalidade , país. [en] ;Word
1436;neck;A1;pescoço , parte de uma garrafa ou jarro;Human body and health;He hurt his neck in the accident.;The wine bottle has a long neck.;;neck. [pt] pescoço , parte de uma garrafa ou jarro. [en] ;Word
1441;neighbor/neighbour;A1;vizinho;;Our neighbor has a friendly dog.;;;neighbor. [pt] vizinho. [en] ;Word
1444;neighborhood/neighbourhood;A1;bairro;;They live in a quiet neighborhood.;;;neighborhood. [pt] bairro. [en] ;Word
1447;neighbour;A1;vizinho;;Her neighbor helped with the gardening.;;;neighbour. [pt] vizinho. [en] ;Word
1450;never;A1;nunca;;She never arrives late.;;;never. [pt] nunca. [en] ;Word
1453;new;A1;novo , recente;;They bought a new car.;Have you heard the new song?;;new. [pt] novo , recente. [en] ;Word
1458;news;A1;notícias;;I watch the news every evening.;;;news. [pt] notícias. [en] ;Word
1461;newspaper;A1;jornal;;He reads the newspaper every morning.;;;newspaper. [pt] jornal. [en] ;Word
1464;next to;A1;ao lado de;;The library is next to the supermarket.;;;next to. [pt] ao lado de. [en] ;Word
1467;nice;A1;legal , agradável;Emotions;He is a really nice person.;She found a nice café downtown.;;nice. [pt] legal , agradável. [en] ;Word
1472;night;A1;noite;;I sleep early at night.;;;night. [pt] noite. [en] ;Word
1475;nine;A1;nove;Numbers;There are nine planets in our solar system.;;;nine. [pt] nove. [en] ;Word
1478;nineteen;A1;dezenove;Numbers;She turns nineteen next month.;;;nineteen. [pt] dezenove. [en] ;Word
1481;ninety;A1;noventa;Numbers;He lived to be ninety years old.;;;ninety. [pt] noventa. [en] ;Word
1484;ninth;A1;nono;Numbers;He finished ninth in the race.;;;ninth. [pt] nono. [en] ;Word
1487;no;A1;não , nenhum;;No, I haven't seen him.;There's no sugar left.;;no. [pt] não , nenhum. [en] ;Word
1492;no one;A1;ninguém;;No one was at home when I arrived.;;;no one. [pt] ninguém. [en] ;Word
1495;nobody;A1;ninguém;;Nobody wants to go to the meeting.;;;nobody. [pt] ninguém. [en] ;Word
1498;noise;A1;barulho;;The noise woke me up early.;;;noise. [pt] barulho. [en] ;Word
1501;north;A1;norte;;They live in the north of the city.;;;north. [pt] norte. [en] ;Word
1504;nose;A1;nariz;Human body and health;She has a small nose.;;;nose. [pt] nariz. [en] ;Word
1507;notepad;A1;bloco de notas;;He always carries a notepad in his bag.;;;notepad. [pt] bloco de notas. [en] ;Word
1510;noun;A1;substantivo;Education;A noun is a naming word.;;;noun. [pt] substantivo. [en] ;Word
1513;November;A1;novembro;Days of the week and months;His birthday is in November.;;;November. [pt] novembro. [en] ;Word
1516;number;A1;número;Numbers;What is your phone number?;;;number. [pt] número. [en] ;Word
1519;Numbers;A1;números;Numbers;She is learning Numbers in her math class.;;;Numbers. [pt] números. [en] ;Word
1522;o’clock;A1;em ponto;;It's two o'clock in the afternoon.;;;o’clock. [pt] em ponto. [en] ;Word
1525;October;A1;outubro;Days of the week and months;Halloween is in October.;;;October. [pt] outubro. [en] ;Word
1528;often;A1;frequentemente;;She often goes for a walk in the evening.;;;often. [pt] frequentemente. [en] ;Word
1531;oh;A1;ah;;Oh, I see what you mean.;;;oh. [pt] ah. [en] ;Word
1534;ok;A1;ok;;It's ok, don't worry.;;;ok. [pt] ok. [en] ;Word
1537;old;A1;velho , antigo;;He lives in an old house.;She collects old books.;;old. [pt] velho , antigo. [en] ;Word
1542;one;A1;um;Numbers;I'll have one coffee, please.;;;one. [pt] um. [en] ;Word
1545;onion;A1;cebola;Foods and drinks;She chopped the onion for the soup.;;;onion. [pt] cebola. [en] ;Word
